time,position,rotation,velocity
0.539,"[6.0810399693045705e-06, 9.855525760182662e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.54,"[9.600893895295691e-06, 9.826361163267276e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.541,"[1.4011891956000784e-05, 9.806631125015046e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.542,"[1.931733247367319e-05, 9.796464668110417e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.543,"[2.5516033130390525e-05, 9.796157776635863e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.544,"[3.260493543504311e-05, 9.805813706799783e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.545,"[4.058152057554321e-05, 9.82511079639823e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.546,"[4.9444856946699416e-05, 9.853266428334458e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.547,"[5.9195345710877194e-05, 9.889145977849183e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.548,"[6.98339093643148e-05, 9.931424708951598e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.548,"[8.136130823400891e-05, 9.978724800036512e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.55,"[9.377787108958216e-05, 1.0029697550063741e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.551,"[0.0001070835741034757, 1.0083061678797559e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.552,"[0.00012127825792061352, 1.013761748118733e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.553,"[0.00013636180594280099, 1.019225653738842e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.554,"[0.00015233421318498145, 1.0245986201023868e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.555,"[0.00016919556480439555, 1.0297951368802195e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.556,"[0.00018694597947735685, 1.0347454147772937e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.557,"[0.0002055855635211103, 1.039396496074896e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.558,"[0.00022511439373786545, 1.0437123387168433e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.559,"[0.00024553252317507934, 1.0476730731213472e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.56,"[0.0002668399970823486, 1.0512736653005402e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
