time,position,rotation,velocity
31.379,"[14.042241246885764, -3.2328471485610484, 0.0]","[0.0, 0.0, 0.3482277116792365]","[0.5, 0.0, 0.04469150636425965]"
31.579,"[14.136028395514408, -3.198333466732527, 0.0]","[0.0, 0.0, 0.3571193484589592]","[0.5, 0.0, 0.0426701275798462]"
31.779,"[14.22951518458982, -3.163006605553952, 0.0]","[0.0, 0.0, 0.3655894439377463]","[0.5, 0.0, 0.040755587420091124]"
31.979,"[14.322710255350733, -3.126908507903254, 0.0]","[0.0, 0.0, 0.37365074538572324]","[0.5, 0.0, 0.03894510021946319]"
32.179,"[14.415620824130402, -3.090076015599352, 0.0]","[0.0, 0.0, 0.3813525067884883]","[0.5, 0.0, 0.03722471136596393]"
32.379,"[14.50825161284407, -3.052544259660316, 0.0]","[0.0, 0.0, 0.38871000884217893]","[0.5, 0.0, 0.03559052491858574]"
32.579,"[14.600609329084863, -3.01434586114783, 0.0]","[0.0, 0.0, 0.39573953580976196]","[0.5, 0.0, 0.03403847119616212]"
32.779,"[14.692701203128449, -2.97551196305359, 0.0]","[0.0, 0.0, 0.4024651739651588]","[0.5, 0.0, 0.03256206611740261]"
32.979,"[14.784535078363922, -2.9360707980428447, 0.0]","[0.0, 0.0, 0.40889475162400385]","[0.5, 0.0, 0.03115961225593932]"
33.179,"[14.876119570555643, -2.896049992470522, 0.0]","[0.0, 0.0, 0.4150408779915812]","[0.5, 0.0, 0.029828006253069937]"
33.379,"[14.967462550818205, -2.8554752890877304, 0.0]","[0.0, 0.0, 0.42091669168624585]","[0.5, 0.0, 0.028563953418133024]"
33.579,"[15.05857179415506, -2.814372297722642, 0.0]","[0.0, 0.0, 0.4265343384898781]","[0.5, 0.0, 0.02736448866721104]"
33.779,"[15.14945347331978, -2.7727647971778926, 0.0]","[0.0, 0.0, 0.4319108786713322]","[0.5, 0.0, 0.026225043474648425]"
33.979,"[15.240113285602211, -2.7306759548670736, 0.0]","[0.0, 0.0, 0.4370660562211829]","[0.5, 0.0, 0.02513996901906396]"
34.18,"[15.331008915717547, -2.687913494748991, 0.0]","[0.0, 0.0, 0.4420440906329125]","[0.5, 0.0, 0.024099875185351814]"
34.38,"[15.421247228644932, -2.6449193454448445, 0.0]","[0.0, 0.0, 0.4467696547873859]","[0.5, 0.0, 0.023123051740747625]"
34.58,"[15.51128350691566, -2.601502717629196, 0.0]","[0.0, 0.0, 0.45130129621487597]","[0.5, 0.0, 0.02219279473086092]"
34.78,"[15.60112107156265, -2.5576844585552654, 0.0]","[0.0, 0.0, 0.45568172229868786]","[0.5, 0.0, 0.021301996174552734]"
34.98,"[15.690765455976692, -2.513479058195037, 0.0]","[0.0, 0.0, 0.45991861682155677]","[0.5, 0.0, 0.02043732383592201]"
35.18,"[15.780223474048434, -2.4689019567276795, 0.0]","[0.0, 0.0, 0.4640049231208709]","[0.5, 0.0, 0.019613686629413533]"
35.38,"[15.86950298817134, -2.4239702846389566, 0.0]","[0.0, 0.0, 0.4679422119888885]","[0.5, 0.0, 0.018826723739148225]"
35.58,"[15.95861035043113, -2.3786986456337016, 0.0]","[0.0, 0.0, 0.4717364210031143]","[0.5, 0.0, 0.0180753400747699]"
35.781,"[16.04799590632558, -2.332871229365107, 0.0]","[0.0, 0.0, 0.47540058125077433]","[0.5, 0.0, 0.01735827024401532]"
35.981,"[16.13677558711966, -2.286957455048105, 0.0]","[0.0, 0.0, 0.47891075590700805]","[0.5, 0.0, 0.01667873288614222]"
36.181,"[16.22540066961393, -2.240741577558799, 0.0]","[0.0, 0.0, 0.48229444638564123]","[0.5, 0.0, 0.016030414922782784]"
36.381,"[16.313876466715232, -2.1942351887098535, 0.0]","[0.0, 0.0, 0.4855620437598886]","[0.5, 0.0, 0.015411592828583912]"
36.581,"[16.4022063626629, -2.147450486301374, 0.0]","[0.0, 0.0, 0.4887084168774553]","[0.5, 0.0, 0.014824744040536575]"
36.781,"[16.490393316961725, -2.100399279031707, 0.0]","[0.0, 0.0, 0.49172493545116713]","[0.5, 0.0, 0.014272390639087933]"
36.982,"[16.57888231445417, -2.0528545305463504, 0.0]","[0.0, 0.0, 0.4946301083987884]","[0.5, 0.0, 0.013750594357919348]"
37.182,"[16.66679644416566, -2.005297661201381, 0.0]","[0.0, 0.0, 0.49740890613809735]","[0.5, 0.0, 0.013260941488757144]"
37.382,"[16.754580601370435, -1.9575006885156057, 0.0]","[0.0, 0.0, 0.5000818330306821]","[0.5, 0.0, 0.012799519125922166]"
37.582,"[16.842238590353347, -1.9094728898630438, 0.0]","[0.0, 0.0, 0.5026521718094616]","[0.5, 0.0, 0.012365860363898496]"
37.783,"[16.930212532595473, -1.8609804887187351, 0.0]","[0.0, 0.0, 0.5051437243233396]","[0.5, 0.0, 0.01195499633532895]"
37.983,"[17.01763019908451, -1.812513935338546, 0.0]","[0.0, 0.0, 0.5075330833193002]","[0.5, 0.0, 0.011571308620565135]"
38.183,"[17.104932915856466, -1.7638390369273316, 0.0]","[0.0, 0.0, 0.509837051510532]","[0.5, 0.0, 0.011211771552809712]"
