time,position,rotation,velocity
33.184,"[8.115058421481821, 7.821119711200352, 0.0]","[0.0, 0.0, 2.6633851436881284]","[0.5, 0.0, 0.06478616981201975]"
33.384,"[8.026075619831168, 7.866522017187919, 0.0]","[0.0, 0.0, 2.67585289304996]","[0.5, 0.0, 0.061795634024205626]"
33.584,"[7.936540740283315, 7.910833999149021, 0.0]","[0.0, 0.0, 2.6877316172306385]","[0.5, 0.0, 0.05895603030684757]"
33.784,"[7.8464910361581985, 7.954102666439103, 0.0]","[0.0, 0.0, 2.6990358810205626]","[0.5, 0.0, 0.05626429384115563]"
33.984,"[7.7559648786196975, 7.996366887392026, 0.0]","[0.0, 0.0, 2.70981819504523]","[0.5, 0.0, 0.05370419834510085]"
34.184,"[7.664998615738616, 8.037670162420651, 0.0]","[0.0, 0.0, 2.720127571882754]","[0.5, 0.0, 0.05126351730796723]"
34.384,"[7.573620730890547, 8.078056313510999, 0.0]","[0.0, 0.0, 2.7299837653827774]","[0.5, 0.0, 0.04893742709366022]"
34.584,"[7.481854163288358, 8.117561181520038, 0.0]","[0.0, 0.0, 2.7394093115068903]","[0.5, 0.0, 0.0467198805604438]"
34.784,"[7.389723961375963, 8.156220981051467, 0.0]","[0.0, 0.0, 2.7484220218001467]","[0.5, 0.0, 0.04460651184408384]"
34.984,"[7.297254142959495, 8.194073424668565, 0.0]","[0.0, 0.0, 2.757034301798893]","[0.5, 0.0, 0.04259449284687084]"
35.184,"[7.204465781834681, 8.231152804853018, 0.0]","[0.0, 0.0, 2.7652589481624026]","[0.5, 0.0, 0.040680767092872605]"
35.384,"[7.1113791046884165, 8.267491872698516, 0.0]","[0.0, 0.0, 2.7731109317003244]","[0.5, 0.0, 0.03886146550905569]"
35.584,"[7.0180137616069524, 8.303121236939248, 0.0]","[0.0, 0.0, 2.780610574792653]","[0.5, 0.0, 0.03713126459052293]"
35.784,"[6.924386824573508, 8.338070373330897, 0.0]","[0.0, 0.0, 2.787772441752761]","[0.5, 0.0, 0.0354864744087315]"
35.984,"[6.8305141339839945, 8.372368000108862, 0.0]","[0.0, 0.0, 2.794608236487051]","[0.5, 0.0, 0.03392425689450009]"
36.184,"[6.736410830775434, 8.406041866407037, 0.0]","[0.0, 0.0, 2.8011406556515133]","[0.5, 0.0, 0.03243849414268838]"
36.384,"[6.6420901799448435, 8.439118020913709, 0.0]","[0.0, 0.0, 2.8073882217042367]","[0.5, 0.0, 0.031024243894838797]"
36.584,"[6.5475646490732995, 8.471620740557796, 0.0]","[0.0, 0.0, 2.813362228052192]","[0.5, 0.0, 0.02967870424470873]"
36.784,"[6.4528466093498515, 8.503574025141148, 0.0]","[0.0, 0.0, 2.819074153147867]","[0.5, 0.0, 0.028398976921018535]"
36.984,"[6.357948112753584, 8.535000785662357, 0.0]","[0.0, 0.0, 2.824540129703528]","[0.5, 0.0, 0.02718081521066158]"
37.184,"[6.262879619524409, 8.565922941187027, 0.0]","[0.0, 0.0, 2.8297727120226215]","[0.5, 0.0, 0.026021108548017178]"
