time,position,rotation,velocity
0.326,"[0.0004840543456329201, 1.0658293486471459e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.327,"[0.0005144135882204958, 1.0396913374845121e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.328,"[0.0005456158790079777, 1.01752887502618e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.329,"[0.0005777259721912982, 9.959602298061974e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.33,"[0.0006106900441396395, 9.769708779558432e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.331,"[0.0006445310728402836, 9.609357502497006e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.332,"[0.0006792624376680293, 9.480345066028391e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.333,"[0.0007148902559426179, 9.383627547449769e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.334,"[0.000751415158068534, 9.319544322024096e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.335,"[0.0007888345520484135, 9.287626822007003e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.336,"[0.0008271453290113074, 9.286395128831715e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.337,"[0.0008663456816305776, 9.313337710278174e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.338,"[0.000906435453666244, 9.365088737819336e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.339,"[0.0009474154767147389, 9.43771102052518e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.34,"[0.0009892867139182698, 9.52699054188174e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.341,"[0.001032049743875543, 9.628666927388154e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.342,"[0.0010757046835275282, 9.738598533128808e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.343,"[0.0011202513739944266, 9.852874268264901e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.344,"[0.0011656896132241946, 9.967902421568319e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.346,"[0.0012120192923275232, 1.0080485524951005e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.346,"[0.0012592404151987365, 1.0187885084923086e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.347,"[0.0013073530498618601, 1.0287868346167037e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.348,"[0.0013563572669205333, 1.037873391808136e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.349,"[0.0014062531123053609, 1.0459304580067135e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.35,"[0.001457040602015622, 1.052891166570924e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.351,"[0.001508719734573838, 1.05873515051776e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.351,"[0.001561290506692601, 1.0634837425424612e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.353,"[0.0016147529223776201, 1.0671942867637244e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.354,"[0.0016691069938923999, 1.0699536202818402e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.355,"[0.0017243527385116184, 1.0718716528513377e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.356,"[0.0017804901746438445, 1.0730750107775609e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.357,"[0.0018375193179710628, 1.0736999108108795e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.358,"[0.0018954401798869447, 1.0738873004909885e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.359,"[0.0019542527669776976, 1.0737769065240805e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.36,"[0.0020139570790612647, 1.0735030578574042e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.361,"[0.00207455310776898, 1.0731918604059209e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
